,playlist_id,playlist_name,position,album_name,album_id,album_release_date,album_artists,album_artists_ids,album_artists_genres,album_artists_popularity,album_artists_followers,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
10,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,11,Legends Never Die,6n9DKpOxwifT5hOXtgLZSL,2020-07-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[97],[21538862],Righteous,5dOxHHMOFAbG3VH23t0xNm,80,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[97],True,[21538862],0.706,0.625,0,-7.426,1,0.0417,0.0,0.129,0.225,142.948,242181,4
11,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,12,folklore,0xS0iOtxQRoJvfcFcJA5Gv,2020-07-24,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],[47362363],cardigan,4LEK9rD7TWIG4FCL1s27XC,53,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],0.613,0.581,0,-8.588,0,0.537,0.000345,0.25,0.551,130.033,239560,4
12,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,13,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,2019-09-06,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35389830],Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,82,"['Post Malone', 'Swae Lee']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],False,[35389830],0.755,0.522,2,-4.368,1,0.533,0.0,0.0685,0.925,89.96,157560,4
13,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,14,After Hours,03NCvBIGqzLPhLoi4pDb3L,2020-03-20,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[97],[40135257],Blinding Lights,0kPmcPPkjoyfLhUwHLWrk0,43,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[97],False,[40135257],0.515,0.731,1,-5.934,1,0.00146,9.59e-05,0.0897,0.336,171.004,200040,4
14,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,15,Justice,5dGWwsZ9iB2Xc3UKR0gif2,2021-03-19,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],"[['canadian pop', 'pop']]",[98],[54848934],Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,91,"['Justin Bieber', 'Daniel Caesar', 'Giveon']",['1uNFoZAHBGtllmzznpCI3s'],"[['canadian pop', 'pop']]",[98],True,[54848934],0.677,0.696,0,-6.181,1,0.321,0.0,0.42,0.464,90.03,198082,4
15,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,16,Fine Line,7xV2TzoaVc0ycW7fwBwAml,2019-12-13,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],[['pop']],[87],[18325352],Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,90,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],[['pop']],[87],False,[18325352],0.548,0.816,0,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4
16,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,17,EL ÚLTIMO TOUR DEL MUNDO,2d9BCZeAAhiZWPpbX9aPCW,2020-11-27,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],"[['latin', 'reggaeton', 'trap latino']]",[98],[41532395],DÁKITI,4MzXwWMhyBbmu6hOcLVD49,87,"['Bad Bunny', 'Jhay Cortez']",['4q3ewBCX7sLwd24euuV69X'],"[['latin', 'reggaeton', 'trap latino']]",[98],True,[41532395],0.731,0.573,4,-10.059,0,0.401,5.22e-05,0.113,0.145,109.928,205090,4
17,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,18,Good News,7lQouCmPggSsg1972D3TiE,2020-11-19,['Megan Thee Stallion'],['181bsRPaVXVlUKXrxwZfHK'],"[['houston rap', 'pop', 'trap queen']]",[87],[5747250],Savage Remix (feat. Beyoncé),2cQ9D0cQjUJmLs8rWFkcRH,24,"['Megan Thee Stallion', 'Beyoncé']",['181bsRPaVXVlUKXrxwZfHK'],"[['houston rap', 'pop', 'trap queen']]",[87],False,[5747250],0.57,0.731,11,-4.816,1,0.019,0.0,0.137,0.644,169.002,242001,4
18,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,19,The Voice,1Gonl2Jwl4WeJM6qUomM8s,2020-12-24,['Lil Durk'],['3hcs9uc56yIGFCSy9leWe7'],"[['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']]",[89],[3405916],Still Trappin',2MDYRVztuPw2cACDlyMbou,33,"['Lil Durk', 'King Von']",['3hcs9uc56yIGFCSy9leWe7'],"[['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']]",[89],False,[3405916],0.887,0.569,8,-4.982,1,0.0265,0.0,0.0982,0.54,144.955,172185,4
19,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,20,Planet Her,1nAQbHeOWTfQzbOoFrvndW,2021-06-25,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"[['dance pop', 'pop']]",[95],[13925967],Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,88,"['Doja Cat', 'SZA']",['5cj0lLjcoR7YOSnhnX0Po5'],"[['dance pop', 'pop']]",[95],True,[13925967],0.764,0.705,8,-3.463,1,0.259,8.92e-05,0.12,0.781,110.97,208667,4
20,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,21,SoulFly,4FY0HCt6PEbOF1RqUbYVzq,2021-03-26,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],[['florida rap']],[82],[2689385],Richer,601RY3CK0tfLsN8MlYUhyW,40,"['Rod Wave', 'Polo G']",['45TgXXqMDdF8BkjA83OM7z'],[['florida rap']],[82],False,[2689385],0.725,0.437,1,-11.65,1,0.432,0.0,0.113,0.787,137.943,190459,3
21,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,22,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,2018-12-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[97],[21538862],Lucid Dreams,285pBltuF7vW8TeWk8hdRR,88,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[97],True,[21538862],0.511,0.566,6,-7.23,0,0.349,0.0,0.34,0.218,83.903,239836,4
22,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,23,Greatest Hits,6a8nlV9V8kPUbTTCJNVSsh,2014,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[89],[38849077],Bohemian Rhapsody - Remastered 2011,6ljkRMigoNtu0x1mlTEsKc,36,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[89],False,[38849077],0.393,0.398,0,-9.973,0,0.256,0.0,0.195,0.236,143.353,355467,4
23,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,24,Tickets To My Downfall,3DvW6xTKba1sol3kkj4JoB,2020-09-25,['Machine Gun Kelly'],['6TIYQ3jFPwQSRmorSezPxX'],"[['ohio hip hop', 'pop rap']]",[85],[4243896],my ex's best friend (with blackbear),0I8lswmmV7otlaAbZbwfXY,53,"['Machine Gun Kelly', 'blackbear']",['6TIYQ3jFPwQSRmorSezPxX'],"[['ohio hip hop', 'pop rap']]",[85],False,[4243896],0.732,0.674,5,-5.036,0,0.00325,0.0,0.108,0.332,124.957,138970,4
24,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,25,Hamilton (Original Broadway Cast Recording),1kCHru7uhxBUdzkm4gzRQc,2015-09-25,['Lin-Manuel Miranda'],['4aXXDj9aZnlshx7mzj3W1N'],"[['hollywood', 'show tunes']]",[78],[473725],Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,73,"['Leslie Odom Jr.', 'Anthony Ramos', 'Daveed Diggs', 'Okieriete Onaodowan', 'Lin-Manuel Miranda', 'Phillipa Soo', 'Original Broadway Cast of Hamilton']",['4aXXDj9aZnlshx7mzj3W1N'],"[['hollywood', 'show tunes']]",[78],False,[473725],0.609,0.435,11,-7.861,0,0.522,0.0,0.118,0.552,131.995,236738,4
25,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,26,A Gangsta’s Pain,5ffogo3K3fYibGWa93IzUe,2021-04-23,['Moneybagg Yo'],['3tJoFztHeIJkJWMrx0td2f'],"[['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']]",[83],[2556853],Time Today,0YrKSfpvflYnLSBd4Jtu6J,75,['Moneybagg Yo'],['3tJoFztHeIJkJWMrx0td2f'],"[['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']]",[83],True,[2556853],0.912,0.608,1,-7.686,1,0.0458,0.0,0.248,0.327,136.994,136900,4
26,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,27,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,2019-03-29,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],[54730757],when the party's over,43zdsphuZLzwA9k4DJhU0I,84,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],False,[54730757],0.367,0.111,4,-14.084,1,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
27,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,28,The Off-Season,4JAvwK4APPArjIsOdGoJXX,2021-05-14,['J. Cole'],['6l3HvQ5sa6mXTsMTB19rO5'],"[['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']]",[90],[15414928],m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG,81,"['J. Cole', '21 Savage', 'Morray']",['6l3HvQ5sa6mXTsMTB19rO5'],"[['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']]",[90],True,[15414928],0.597,0.587,7,-7.026,0,0.0622,0.0,0.214,0.0753,140.021,218802,4
28,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,29,This One's for You,1lhNch5NkOONvFhRPh8qaj,2017-06-02,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],"[['contemporary country', 'country']]",[83],[5981206],Hurricane,6xHI9KjUjYT0FPtGO8Mxa1,76,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],"[['contemporary country', 'country']]",[83],False,[5981206],0.464,0.813,10,-6.185,1,0.0153,0.0,0.254,0.515,75.977,222533,4
29,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,30,THE GOAT,0wTx7qk1I85v3WSKyXWTNc,2020-05-15,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],[['chicago rap']],[92],[6276458],Martin & Gina,4i11n6N7xIBKsHvTBupusV,59,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],[['chicago rap']],[92],False,[6276458],0.817,0.513,1,-8.436,0,0.28,0.0,0.11,0.156,93.933,137872,4
30,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,31,The Highlights,5L5evi5tJPh8WaEFAQp7Tp,2021-02-05,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[97],[40135257],Blinding Lights,0djfvA3c8AxxlQolu6zn6K,55,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[97],False,[40135257],0.513,0.726,1,-5.958,1,0.00154,0.000138,0.0884,0.332,171.005,200046,4
31,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,32,Starting Over,0sOeI7pbAmIc8aDFyvkBUW,2020-11-13,['Chris Stapleton'],['4YLtscXsxbVgi031ovDDdh'],"[['contemporary country', 'outlaw country']]",[81],[3899943],Starting Over,3K07bGe8iljQ3mOKArHLDo,72,['Chris Stapleton'],['4YLtscXsxbVgi031ovDDdh'],"[['contemporary country', 'outlaw country']]",[81],False,[3899943],0.638,0.538,10,-8.445,1,0.452,0.000415,0.0695,0.318,89.124,240413,4
32,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,33,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,2021-04-09,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],[47362363],Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,75,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],0.627,0.792,2,-4.311,1,0.13,3.97e-06,0.0845,0.415,119.054,235767,4
33,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,34,Rumours (Super Deluxe),0BwWUstDMUbgq2NYONRqlu,1977-02-04,['Fleetwood Mac'],['08GQAI4eElDnROBrJRGE0X'],"[['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']]",[83],[7633639],Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,86,['Fleetwood Mac'],['08GQAI4eElDnROBrJRGE0X'],"[['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']]",[83],False,[7633639],0.828,0.492,0,-9.744,1,0.0644,0.00428,0.128,0.789,120.151,257800,4
34,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,35,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,2020-02-29,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],"[['latin', 'reggaeton', 'trap latino']]",[98],[41532395],Vete,2n7ohqg1s68ToAHh4u9mcW,76,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],"[['latin', 'reggaeton', 'trap latino']]",[98],True,[41532395],0.886,0.672,1,-4.394,1,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
35,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,36,If I Know Me,1IR2nlwX6YVTXXeu2qzoWO,2018-04-27,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[86],[2705213],Whiskey Glasses,6foY66mWZN0pSRjZ408c00,80,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[86],False,[2705213],0.614,0.68,6,-4.58,1,0.369,1.84e-06,0.115,0.707,149.959,234347,4
36,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,37,Shiesty Season,55WCJ7ddhO0SFk8DXaKWMx,2021-02-04,['Pooh Shiesty'],['5F1aAS1duwlzExnPs3l2Xe'],"[['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']]",[77],[634047],Back In Blood (feat. Lil Durk),25c3b7VoVgnkVLx7RLiZSO,37,"['Pooh Shiesty', 'Lil Durk']",['5F1aAS1duwlzExnPs3l2Xe'],"[['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']]",[77],False,[634047],0.781,0.467,8,-10.626,0,0.115,0.0,0.119,0.769,147.16,184490,4
37,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,38,The Voice of the Heroes,6CvBb1XqN0igtQrWrbXD80,2021-06-04,"['Lil Baby', 'Lil Durk']","['5f7VJjfbwm532GiveGC0ZK', '3hcs9uc56yIGFCSy9leWe7']","[['atl hip hop', 'atl trap', 'rap', 'trap'], ['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']]","[93, 89]","[9150690, 3405916]",Hats Off (feat. Travis Scott),4lUmnwRybYH7mMzf16xB0y,77,"['Lil Baby', 'Lil Durk', 'Travis Scott']","['5f7VJjfbwm532GiveGC0ZK', '3hcs9uc56yIGFCSy9leWe7']","[['atl hip hop', 'atl trap', 'rap', 'trap'], ['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']]","[93, 89]",True,"[9150690, 3405916]",0.596,0.65,9,-5.167,1,0.138,0.0,0.14,0.188,133.997,257428,4
38,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,39,Donda,5CnpZV3q5BcESefcB3WJmz,2021-08-29,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],"[['chicago rap', 'rap']]",[95],[16004182],Hurricane,6Hfu9sc7jvv6coyy2LlzBF,84,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],"[['chicago rap', 'rap']]",[95],False,[16004182],0.587,0.561,0,-6.569,1,0.0466,0.0,0.109,0.351,80.009,243187,4
39,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,40,BE,6nYfHQnvkvOTNHnOhDT3sr,2020-11-20,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],"[['k-pop', 'k-pop boy group']]",[97],[43535091],Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,85,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],"[['k-pop', 'k-pop boy group']]",[97],False,[43535091],0.746,0.765,6,-4.41,0,0.0112,0.0,0.0936,0.737,114.044,199054,4
40,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,41,Happier Than Ever,0JGOiO34nwfUdDrD612dOp,2021-07-30,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],[54730757],Therefore I Am,20R4HfKloPKgXDqU7UKk3x,76,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],False,[54730757],0.879,0.365,2,-7.781,1,0.227,0.135,0.0583,0.663,94.016,173539,4
41,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,42,Death Race For Love,1GYVNOzwhx1nMcIJDogSNp,2019-03-08,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[97],[21538862],Robbery,6Hj9jySrnFppAI0sEMCZpJ,85,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[97],True,[21538862],0.685,0.692,2,-5.122,1,0.328,0.0,0.153,0.578,159.966,240051,5
42,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,43,Diamonds (Deluxe),1uzIyRT1QxDx4fMIX0UiAE,2017-11-10,['Elton John'],['3PhoLpVuITZKcymswpck5b'],"[['glam rock', 'mellow gold', 'piano rock']]",[91],[8456263],Rocket Man (I Think It's Going To Be A Long Long Time) - Remastered,2HlCoznsLUjxP3Plgn12bf,54,['Elton John'],['3PhoLpVuITZKcymswpck5b'],"[['glam rock', 'mellow gold', 'piano rock']]",[91],False,[8456263],0.605,0.559,10,-7.803,1,0.452,2.28e-06,0.0962,0.334,136.747,282000,4
43,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,44,Hot Pink,1MmVkhiwTH0BkNOU3nw5d3,2019-11-07,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"[['dance pop', 'pop']]",[95],[13925967],Say So,3Dv1eDb0MEgF93GpLXlucZ,84,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"[['dance pop', 'pop']]",[95],True,[13925967],0.787,0.673,11,-4.583,0,0.264,3.35e-06,0.0904,0.779,110.962,237893,4
44,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,45,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2018-08-03,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],"[['rap', 'slap house']]",[93],[19394352],SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,85,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],"[['rap', 'slap house']]",[93],True,[19394352],0.834,0.73,8,-3.714,1,0.00513,0.0,0.124,0.446,155.008,312820,4
45,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,46,Music To Be Murdered By,4otkd9As6YaxxEkIjXPiZ6,2020-01-17,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],"[['detroit hip hop', 'hip hop', 'rap']]",[94],[50789465],Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,86,"['Eminem', 'Juice WRLD']",['7dGJo4pcD2V6oG8kP0tJRR'],"[['detroit hip hop', 'hip hop', 'rap']]",[94],True,[50789465],0.808,0.745,10,-5.26,0,0.145,0.0,0.292,0.829,165.995,210800,4
